CLF_0,CLF_1,CLF_2,CLF_3,LABEL
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,15,21,21
21,21,24,19,21
21,21,24,21,21
21,21,24,21,21
15,21,15,25,21
21,21,24,26,21
21,21,21,28,21
19,21,15,28,21
14,21,15,21,21
19,21,15,28,21
19,21,24,28,21
34,21,15,28,21
21,21,24,21,21
21,21,15,21,21
27,21,15,21,21
21,21,21,28,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,26,21
21,21,21,21,21
25,21,15,19,21
5,21,15,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,28,21
21,21,24,21,21
21,21,21,26,21
21,21,24,28,21
21,21,24,26,21
19,21,24,19,21
21,21,15,28,21
21,21,21,21,21
21,21,21,19,21
21,21,15,26,21
21,21,21,28,21
19,21,21,28,21
21,21,21,21,21
21,21,21,21,21
21,21,24,26,21
21,21,15,21,21
18,21,21,16,21
21,21,24,21,21
27,21,21,21,21
21,21,21,21,21
21,21,24,21,21
21,21,15,19,21
21,21,24,21,21
1,21,24,21,21
21,21,24,28,21
19,21,24,19,21
21,21,24,21,21
21,21,21,21,21
39,21,24,14,21
19,21,24,19,21
21,21,21,28,21
21,21,21,28,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,15,21,21
21,21,24,28,21
3,21,21,3,21
21,21,24,21,21
21,21,24,28,21
21,21,24,28,21
21,21,21,28,21
21,21,15,21,21
21,21,24,21,21
19,21,24,28,21
21,21,21,21,21
21,21,21,26,21
21,21,15,21,21
21,21,24,21,21
21,21,15,28,21
19,21,15,28,21
13,21,24,14,21
21,21,24,28,21
5,21,15,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
26,21,15,13,21
19,21,15,28,21
21,21,24,26,21
21,21,21,21,21
21,21,21,28,21
21,21,15,21,21
21,21,24,4,21
24,15,24,28,21
21,21,21,21,21
21,21,24,21,21
21,21,21,26,21
21,21,24,21,21
19,21,21,21,21
21,21,24,21,21
19,21,24,28,21
21,21,15,13,21
21,21,21,21,21
21,21,15,28,21
21,21,21,18,21
21,21,24,21,21
21,21,15,21,21
21,21,24,38,21
21,21,24,21,21
19,21,24,28,21
19,21,15,28,21
21,21,24,28,21
21,21,24,26,21
19,21,24,28,21
1,21,21,21,21
22,21,15,21,21
21,21,21,9,21
21,21,24,26,21
21,21,15,21,21
21,21,24,19,21
21,21,24,28,21
21,21,15,13,21
21,21,24,28,21
21,21,21,28,21
5,21,24,21,21
21,21,21,28,21
19,21,24,28,21
21,21,24,28,21
21,21,15,19,21
21,21,24,21,21
21,21,15,21,21
21,21,15,13,21
15,21,21,13,21
21,21,24,21,21
21,21,21,21,21
21,21,24,28,21
5,21,15,21,21
21,21,15,28,21
21,21,15,19,21
21,21,24,21,21
21,21,24,28,21
21,21,24,21,21
19,21,24,28,21
21,21,15,26,21
21,21,21,21,21
21,21,21,21,21
21,21,21,24,21
12,21,24,13,21
21,21,21,19,21
21,21,21,21,21
21,21,15,26,21
21,21,15,26,21
21,21,15,21,21
21,21,24,28,21
21,21,24,21,21
21,21,24,21,21
21,21,21,28,21
21,21,21,28,21
21,21,24,21,21
21,21,21,21,21
21,21,15,21,21
21,21,24,19,21
21,21,24,26,21
21,21,24,28,21
21,21,24,21,21
21,21,21,21,21
21,21,21,21,21
21,21,24,21,21
21,21,15,21,21
21,21,24,21,21
21,21,24,4,21
21,21,15,28,21
21,21,24,15,21
21,21,24,21,21
21,21,21,21,21
27,21,15,27,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,26,21
21,21,24,28,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
21,21,21,26,21
21,21,21,21,21
19,21,24,28,21
21,21,15,13,21
21,21,24,13,21
21,21,24,21,21
21,21,24,21,21
21,21,15,28,21
21,21,24,28,21
21,21,21,21,21
21,21,24,21,21
21,21,21,28,21
27,21,24,27,21
21,21,15,21,21
21,21,15,19,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,36,21
21,21,15,13,21
21,21,15,21,21
21,21,21,21,21
21,21,15,28,21
22,21,15,21,21
21,21,24,21,21
22,21,24,21,21
21,21,15,21,21
21,21,24,28,21
21,21,24,8,21
21,21,24,28,21
21,21,21,21,21
21,21,24,21,21
21,21,15,28,21
21,21,15,21,21
21,21,24,21,21
21,21,15,21,21
21,21,21,26,21
21,21,24,21,21
21,21,15,28,21
21,21,24,19,21
21,21,21,21,21
15,21,21,13,21
21,21,24,21,21
21,21,21,19,21
21,21,24,28,21
21,21,15,21,21
21,21,15,28,21
21,21,21,13,21
33,21,21,19,21
21,21,24,27,21
21,21,24,21,21
21,21,24,21,21
21,21,15,26,21
13,21,24,19,21
21,21,21,21,21
39,21,21,21,21
21,21,15,21,21
19,21,24,28,21
13,21,15,18,21
21,21,15,21,21
21,21,21,21,21
21,21,15,21,21
21,21,15,21,21
21,21,24,21,21
34,21,21,15,21
21,21,21,21,21
12,21,24,19,21
21,21,24,21,21
19,21,21,21,21
21,21,24,28,21
30,21,15,1,21
21,18,24,28,21
21,21,15,26,21
21,21,24,21,21
21,21,15,21,21
21,21,21,28,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
19,21,15,28,21
21,21,21,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,19,21,28,21
21,21,21,21,21
21,21,15,21,21
5,21,24,21,21
21,21,15,21,21
21,21,24,12,21
21,21,24,21,21
21,21,15,21,21
5,21,21,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,15,26,21
21,21,24,26,21
19,21,24,19,21
21,21,24,26,21
21,21,15,28,21
21,21,24,21,21
21,21,15,21,21
21,21,15,26,21
21,21,24,21,21
21,21,15,26,21
21,21,15,21,21
21,21,15,21,21
21,21,15,5,21
21,21,15,28,21
21,21,24,19,21
21,21,15,28,21
21,21,24,21,21
6,21,15,21,21
19,21,21,28,21
21,21,21,21,21
21,21,24,21,21
21,21,15,21,21
21,21,24,21,21
27,21,24,24,21
21,21,15,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,28,21
21,21,24,28,21
21,21,24,13,21
21,21,24,28,21
21,21,24,21,21
21,21,15,21,21
21,21,21,21,21
21,21,24,26,21
21,21,24,21,21
21,21,15,21,21
21,21,24,26,21
21,21,21,21,21
21,21,15,21,21
19,21,24,28,21
21,21,21,13,21
19,21,24,28,21
21,21,24,21,21
21,21,15,26,21
21,21,24,21,21
21,21,24,21,21
21,21,24,28,21
21,21,24,21,21
19,21,24,28,21
21,21,15,21,21
21,21,24,21,21
19,21,21,28,21
21,21,24,19,21
21,21,21,21,21
19,21,24,28,21
21,21,24,26,21
21,21,24,21,21
21,21,21,21,21
21,21,15,21,21
21,21,24,28,21
21,21,15,26,21
21,21,21,21,21
19,21,24,19,21
21,21,15,26,21
21,21,24,21,21
21,21,21,21,21
19,21,24,28,21
21,21,21,21,21
14,21,15,13,21
21,21,21,21,21
21,21,21,21,21
21,21,24,19,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
19,21,21,28,21
21,21,24,21,21
22,21,24,21,21
27,21,21,27,21
21,21,21,21,21
21,21,24,21,21
21,21,21,19,21
21,21,24,21,21
21,21,15,21,21
21,21,24,28,21
21,21,21,21,21
21,21,24,21,21
21,21,15,21,21
21,21,24,21,21
3,21,24,27,21
21,21,15,27,21
19,21,21,28,21
19,21,15,28,21
21,21,15,26,21
21,21,24,28,21
28,28,15,28,21
21,21,24,21,21
18,21,21,28,21
14,21,21,21,21
21,21,21,21,21
21,21,24,21,21
19,21,24,28,21
21,21,24,26,21
21,21,15,21,21
21,21,21,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,19,21
21,21,24,21,21
21,21,24,21,21
36,21,24,21,21
21,21,15,26,21
21,21,24,28,21
21,21,21,28,21
21,21,24,21,21
21,21,24,26,21
21,21,24,21,21
21,21,21,21,21
16,16,24,28,21
21,21,24,21,21
21,21,21,26,21
21,21,24,19,21
21,21,21,26,21
21,21,15,21,21
21,21,24,13,21
21,21,24,28,21
39,21,24,39,21
21,21,24,21,21
8,21,24,12,21
21,21,21,28,21
21,21,21,21,21
21,21,24,28,21
21,21,24,28,21
21,21,24,28,21
21,21,24,21,21
21,21,24,28,21
21,21,24,19,21
21,21,21,21,21
21,21,15,26,21
21,21,24,21,21
19,21,24,19,21
21,21,21,19,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,18,15,28,21
21,21,21,21,21
19,21,21,24,21
21,21,24,21,21
16,16,21,28,21
21,21,24,21,21
21,21,24,21,21
21,21,24,28,21
21,21,24,26,21
21,21,15,21,21
21,21,24,28,21
19,21,15,28,21
21,21,15,21,21
19,21,15,28,21
19,21,21,28,21
21,21,24,28,21
21,21,24,13,21
21,21,24,26,21
21,21,21,21,21
14,21,21,13,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,15,21
21,21,15,21,21
21,21,15,21,21
30,21,21,1,21
21,21,15,21,21
21,21,25,21,21
21,21,21,12,21
21,21,24,13,21
21,21,24,21,21
21,21,24,21,21
21,21,15,21,21
19,21,24,28,21
21,21,15,21,21
21,21,24,19,21
21,21,15,21,21
21,21,24,28,21
21,21,21,21,21
5,21,21,18,21
21,21,21,21,21
21,21,21,21,21
16,21,21,21,21
21,21,24,28,21
21,21,24,28,21
21,21,21,22,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
3,21,15,19,21
21,21,21,28,21
21,21,24,28,21
21,21,24,21,21
27,21,24,38,21
21,21,24,21,21
21,21,24,26,21
21,21,21,21,21
21,21,24,21,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
34,21,21,13,21
21,21,24,28,21
18,15,24,20,21
21,21,15,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,26,21
21,21,24,21,21
21,21,24,13,21
21,21,24,21,21
21,21,24,21,21
21,21,24,28,21
21,21,24,21,21
38,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,15,13,21
19,21,21,28,21
21,21,24,19,21
21,21,24,21,21
21,21,15,8,21
21,21,24,26,21
21,21,24,20,21
37,21,21,28,21
8,21,24,20,21
21,21,21,28,21
38,21,21,21,21
21,21,21,21,21
21,21,15,18,21
21,21,21,26,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
5,21,24,21,21
21,21,15,21,21
13,21,24,21,21
12,21,24,13,21
21,21,21,21,21
21,21,24,19,21
21,21,21,26,21
21,21,21,21,21
21,21,15,28,21
21,21,24,19,21
21,21,24,21,21
21,21,21,28,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
27,21,15,21,21
21,21,15,21,21
13,21,15,13,21
21,21,21,21,21
21,21,24,21,21
19,21,21,28,21
5,21,24,21,21
21,21,21,28,21
21,21,21,21,21
21,21,24,21,21
5,21,24,21,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
19,21,24,28,21
21,21,21,18,21
21,21,24,28,21
21,21,24,19,21
21,21,21,21,21
21,21,21,15,21
21,21,24,21,21
21,21,21,21,21
21,21,24,26,21
21,21,24,21,21
21,21,15,19,21
21,21,24,21,21
19,21,24,28,21
21,21,24,19,21
21,21,24,28,21
21,21,15,21,21
27,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,15,21,21
21,21,15,21,21
21,21,24,26,21
19,21,24,28,21
21,21,24,28,21
21,21,24,21,21
23,21,24,15,21
12,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
21,21,15,28,21
35,21,15,13,21
19,21,24,28,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
19,21,21,13,21
21,21,24,21,21
21,21,21,21,21
5,21,21,21,21
39,21,24,15,21
19,21,24,28,21
21,21,21,28,21
21,21,15,21,21
21,21,21,13,21
21,21,24,21,21
38,21,15,21,21
21,21,15,28,21
21,21,21,8,21
19,21,21,19,21
19,21,21,14,21
21,21,24,19,21
11,21,24,19,21
21,21,24,21,21
21,21,24,28,21
21,21,21,21,21
21,21,15,28,21
21,21,24,28,21
21,21,24,26,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,15,28,21
21,21,21,21,21
21,21,24,26,21
21,21,21,21,21
21,21,21,21,21
21,21,24,28,21
21,21,15,21,21
21,21,24,21,21
21,21,21,21,21
28,28,24,28,21
19,21,24,28,21
19,21,24,21,21
21,21,15,21,21
21,21,24,21,21
21,21,24,19,21
21,21,24,13,21
21,21,24,28,21
21,21,21,21,21
21,21,24,21,21
21,21,15,21,21
21,21,21,21,21
21,21,24,21,21
21,21,15,19,21
21,21,24,21,21
21,21,21,28,21
19,21,21,28,21
19,21,15,21,21
19,21,21,28,21
21,21,21,19,21
21,21,24,21,21
21,21,21,21,21
21,21,15,5,21
21,21,21,21,21
21,21,24,21,21
38,21,24,11,21
21,21,24,21,21
21,21,15,20,21
5,21,24,21,21
21,21,15,21,21
21,21,21,21,21
21,21,24,21,21
21,21,15,21,21
3,21,24,13,21
21,21,21,28,21
21,21,21,21,21
27,21,24,21,21
21,21,24,26,21
21,21,21,19,21
21,21,21,21,21
21,21,21,21,21
21,21,24,28,21
19,21,21,28,21
21,21,24,28,21
21,21,15,19,21
21,21,24,21,21
21,21,21,13,21
21,21,15,21,21
28,21,24,28,21
21,21,21,28,21
21,21,15,21,21
21,21,21,26,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
22,21,21,21,21
22,21,24,21,21
21,21,24,21,21
21,21,24,28,21
27,21,21,21,21
21,21,24,28,21
21,21,21,28,21
21,21,21,21,21
21,21,24,19,21
21,21,21,13,21
19,21,21,28,21
21,21,15,13,21
21,21,15,8,21
21,21,21,3,21
21,21,24,21,21
21,21,24,28,21
21,21,15,28,21
19,21,15,28,21
21,21,24,8,21
21,21,24,28,21
21,21,24,19,21
21,21,15,28,21
21,21,24,21,21
27,21,24,13,21
21,21,24,21,21
21,21,24,21,21
27,21,24,21,21
18,21,15,14,21
21,21,15,21,21
21,21,15,21,21
27,21,24,19,21
21,21,21,21,21
21,21,15,21,21
15,21,21,26,21
21,21,15,21,21
21,21,24,28,21
21,21,24,19,21
8,21,21,1,21
21,21,24,21,21
21,21,24,28,21
21,21,24,21,21
21,21,15,21,21
21,21,24,21,21
21,21,21,28,21
21,21,15,21,21
21,21,24,21,21
21,21,24,26,21
8,21,24,16,21
21,21,24,19,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,28,21
21,21,24,28,21
21,21,24,21,21
21,21,21,21,21
21,21,21,21,21
21,21,24,28,21
21,21,15,28,21
21,21,21,21,21
6,21,24,21,21
21,21,15,21,21
21,21,24,21,21
15,21,15,15,21
21,21,21,28,21
21,21,24,28,21
21,21,15,21,21
21,21,24,21,21
21,21,15,19,21
21,21,15,28,21
21,21,21,21,21
38,21,24,12,21
18,21,24,28,21
21,21,24,21,21
38,21,21,21,21
21,21,24,28,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,15,13,21
21,21,15,21,21
21,21,15,28,21
21,21,15,21,21
21,21,21,28,21
37,21,24,13,21
21,21,24,21,21
21,21,21,21,21
21,21,24,26,21
21,21,24,21,21
21,21,24,21,21
21,21,15,21,21
21,21,15,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,19,21
21,21,24,26,21
14,21,21,13,21
21,21,24,21,21
21,21,15,28,21
21,21,24,19,21
21,21,24,13,21
21,21,21,28,21
21,21,21,21,21
19,21,21,28,21
1,21,15,14,21
9,21,15,21,21
21,21,21,21,21
21,21,24,21,21
21,21,15,21,21
21,21,21,28,21
21,21,15,21,21
21,21,24,22,21
21,21,24,28,21
21,21,24,21,21
21,21,21,13,21
21,21,15,21,21
21,21,24,28,21
21,21,21,21,21
21,21,24,21,21
19,21,21,28,21
21,21,24,13,21
21,21,15,21,21
15,39,21,26,21
21,21,15,21,21
21,21,15,13,21
19,21,15,28,21
39,21,21,19,21
21,21,15,21,21
21,21,21,21,21
15,21,21,15,21
21,21,21,28,21
21,21,24,21,21
21,21,24,28,21
21,21,21,21,21
21,21,21,21,21
21,21,24,19,21
19,21,21,28,21
21,21,24,15,21
21,21,24,26,21
21,21,21,19,21
21,21,24,21,21
21,21,15,21,21
21,21,21,21,21
19,21,24,28,21
21,21,25,21,21
38,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
27,21,24,21,21
21,21,21,19,21
21,21,24,21,21
21,21,15,13,21
21,21,24,26,21
24,21,24,27,21
21,21,21,21,21
21,21,21,21,21
34,21,24,13,21
21,21,21,28,21
21,21,21,21,21
21,21,24,21,21
21,21,24,28,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,21,26,21
21,21,24,21,21
37,21,24,13,21
21,21,21,21,21
21,21,24,21,21
21,21,24,22,21
21,21,24,28,21
21,21,24,27,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,21,13,21
21,21,15,21,21
13,21,15,39,21
21,21,21,21,21
13,21,15,13,21
21,21,21,21,21
13,21,21,21,21
1,21,21,16,21
21,21,24,21,21
21,21,15,21,21
21,21,24,21,21
27,21,21,13,21
21,21,24,19,21
19,21,21,28,21
21,21,24,3,21
21,21,15,28,21
21,21,24,21,21
21,21,21,21,21
21,21,15,21,21
21,21,24,21,21
21,21,24,13,21
21,21,24,21,21
21,21,21,21,21
20,21,24,13,21
15,21,15,21,21
21,21,21,21,21
21,21,15,28,21
21,21,24,21,21
15,21,24,15,21
21,21,21,21,21
21,21,21,21,21
22,21,21,22,21
19,21,21,28,21
21,21,24,21,21
21,21,21,21,21
19,21,24,19,21
21,21,24,28,21
19,21,21,28,21
15,21,24,13,21
19,21,15,28,21
21,21,24,21,21
21,21,24,21,21
1,21,21,14,21
21,21,24,26,21
21,21,15,21,21
21,21,24,21,21
21,21,15,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,28,21
21,21,24,21,21
12,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,17,21
21,21,24,28,21
21,21,24,28,21
38,21,24,38,21
39,14,21,28,21
21,21,15,21,21
19,21,24,28,21
21,21,24,28,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
18,21,24,28,21
21,21,21,28,21
27,21,21,21,21
21,21,21,21,21
15,21,21,26,21
21,21,24,21,21
21,21,21,28,21
19,21,21,28,21
21,21,15,21,21
21,21,24,21,21
21,21,15,21,21
21,21,21,8,21
21,21,24,26,21
18,21,24,21,21
19,21,15,28,21
27,21,15,13,21
21,21,24,28,21
21,21,24,21,21
21,21,21,21,21
21,21,15,21,21
21,21,21,21,21
19,21,24,28,21
21,21,15,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
13,21,24,21,21
21,21,24,21,21
21,21,15,21,21
21,21,24,21,21
21,21,15,21,21
21,21,21,28,21
21,21,24,21,21
21,21,15,21,21
21,21,24,26,21
21,21,24,21,21
21,21,15,21,21
21,21,21,13,21
21,21,15,28,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
19,21,21,28,21
21,21,21,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,26,21
21,21,21,21,21
21,21,15,21,21
21,21,15,26,21
21,21,21,21,21
21,21,15,21,21
21,21,24,21,21
27,21,24,19,21
21,21,24,19,21
21,21,21,28,21
21,21,24,21,21
21,21,24,13,21
21,21,21,21,21
21,21,15,26,21
21,21,15,21,21
21,21,15,13,21
16,16,24,28,21
14,21,21,19,21
21,21,21,28,21
21,21,24,28,21
21,21,21,21,21
21,21,15,21,21
19,21,24,28,21
21,21,24,21,21
21,21,21,28,21
21,21,24,21,21
21,21,21,19,21
15,21,21,14,21
21,21,24,28,21
21,21,21,28,21
21,21,24,21,21
20,21,24,12,21
21,21,24,21,21
21,21,21,21,21
21,21,21,21,21
21,21,15,21,21
21,21,21,13,21
21,21,21,21,21
21,21,21,28,21
21,21,21,21,21
21,21,15,19,21
21,21,24,21,21
8,21,24,21,21
21,21,24,28,21
27,21,24,21,21
21,21,24,21,21
21,21,24,26,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,15,21,21
21,21,15,21,21
39,21,24,19,21
21,21,24,21,21
21,21,24,28,21
21,21,24,15,21
21,21,24,28,21
21,21,24,21,21
21,21,21,26,21
1,21,21,13,21
21,21,21,28,21
21,21,21,21,21
21,21,24,28,21
21,21,15,28,21
21,21,21,21,21
19,21,15,28,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,15,21,21
20,21,21,21,21
21,21,24,28,21
21,21,24,28,21
21,21,24,21,21
21,21,24,18,21
19,21,24,28,21
21,21,21,21,21
21,21,24,21,21
19,21,24,21,21
21,21,15,13,21
29,21,24,21,21
21,21,21,19,21
21,21,24,21,21
21,21,24,26,21
19,21,15,28,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
21,21,15,21,21
1,21,21,21,21
21,21,24,28,21
21,21,21,21,21
39,21,24,28,21
21,21,21,21,21
21,21,21,28,21
21,21,24,19,21
21,21,15,21,21
21,21,24,21,21
21,21,15,19,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,28,21
27,21,24,5,21
21,21,24,21,21
15,21,15,26,21
21,21,21,21,21
19,21,21,21,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,21,21,21
21,21,21,21,21
20,21,21,20,21
21,21,21,21,21
21,21,24,21,21
21,21,15,18,21
6,21,24,13,21
18,18,24,28,21
21,21,24,19,21
21,21,24,28,21
21,21,15,21,21
21,21,21,21,21
28,28,15,28,21
5,21,24,21,21
19,21,24,28,21
28,28,24,28,21
21,21,24,26,21
21,21,24,26,21
21,21,24,21,21
21,21,15,28,21
14,21,24,14,21
19,21,24,19,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,28,21
21,21,24,19,21
21,21,24,13,21
19,21,21,28,21
21,21,21,21,21
21,21,15,13,21
21,21,24,28,21
19,21,21,28,21
21,21,21,26,21
21,21,21,36,21
19,21,24,19,21
21,21,21,21,21
21,21,24,21,21
21,21,21,21,21
16,21,24,15,21
21,21,21,19,21
21,21,15,28,21
21,21,21,28,21
13,21,21,21,21
21,21,15,21,21
21,21,21,21,21
21,21,15,21,21
21,21,24,21,21
21,21,15,13,21
21,21,24,13,21
21,21,15,8,21
21,21,21,21,21
21,21,24,26,21
21,21,24,21,21
38,21,15,21,21
21,21,24,13,21
21,21,15,21,21
19,21,24,26,21
21,21,21,21,21
21,21,24,21,21
21,21,24,21,21
21,19,15,28,21
21,21,21,21,21
21,21,24,8,21
21,21,15,21,21
19,21,24,28,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
19,21,24,28,21
19,21,15,28,21
21,21,21,26,21
21,21,21,19,21
21,21,24,3,21
21,21,24,13,21
21,21,24,28,21
21,21,21,26,21
19,21,24,19,21
21,21,24,28,21
21,21,24,21,21
21,21,24,21,21
21,21,15,26,21
21,21,21,21,21
15,21,21,14,21
21,21,21,21,21
21,21,15,21,21
21,21,24,21,21
5,21,15,30,21
21,21,15,21,21
34,21,24,13,21
21,21,15,28,21
21,21,21,21,21
21,21,21,21,21
21,21,15,21,21
21,21,24,21,21
21,21,21,21,21
14,21,24,18,21
21,21,24,21,21
21,21,15,21,21
21,21,21,21,21
21,21,21,21,21
19,21,21,28,21
13,21,15,21,21
21,21,15,28,21
21,21,21,28,21
21,21,15,21,21
21,21,21,13,21
21,21,24,21,21
27,21,24,21,21
19,21,21,28,21
19,21,24,28,21
21,21,24,26,21
19,21,15,28,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
19,21,24,28,21
21,21,21,21,21
19,21,15,28,21
21,21,15,21,21
21,21,24,21,21
21,21,21,28,21
21,21,15,21,21
38,21,15,8,21
21,21,15,28,21
21,21,24,21,21
21,21,15,21,21
19,21,21,28,21
21,21,24,28,21
21,21,15,21,21
21,21,21,21,21
21,21,15,28,21
21,20,21,28,21
19,21,21,19,21
19,21,21,28,21
21,21,21,21,21
21,21,24,21,21
21,21,21,28,21
21,21,15,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,28,21
21,21,21,21,21
21,21,15,13,21
19,21,21,28,21
21,21,24,21,21
21,21,15,21,21
21,21,15,1,21
21,21,24,21,21
21,21,21,21,21
21,21,15,28,21
21,21,24,21,21
21,21,24,21,21
21,21,15,28,21
21,21,24,21,21
21,21,21,21,21
21,21,21,28,21
14,21,24,19,21
21,21,21,28,21
21,21,15,21,21
21,21,24,21,21
27,21,24,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,28,21
21,21,24,21,21
22,21,24,22,21
21,21,24,19,21
19,21,15,26,21
21,21,21,21,21
27,21,24,27,21
21,21,24,21,21
21,21,21,28,21
21,21,21,26,21
21,21,15,26,21
21,21,24,28,21
19,21,24,28,21
21,21,24,21,21
21,21,21,19,21
19,21,21,28,21
21,21,24,13,21
19,21,15,28,21
21,21,15,21,21
21,21,21,21,21
19,21,24,19,21
5,21,15,39,21
21,21,21,13,21
21,21,24,21,21
21,21,24,21,21
19,21,24,19,21
21,21,24,21,21
19,21,24,21,21
21,21,15,21,21
21,21,21,26,21
21,21,21,21,21
21,21,21,28,21
13,21,24,13,21
21,21,21,21,21
21,21,21,21,21
19,21,15,28,21
21,21,21,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,28,21
21,21,15,13,21
19,21,24,28,21
21,21,24,21,21
21,21,24,21,21
19,21,24,28,21
21,21,21,21,21
21,21,24,28,21
19,21,15,21,21
21,21,24,21,21
21,21,24,21,21
21,21,21,21,21
21,21,24,21,21
21,21,24,28,21
39,14,21,28,21
21,21,24,19,21
21,21,15,28,21
21,21,21,21,21
21,21,24,21,21
21,21,15,28,21
21,21,24,21,21
21,21,24,21,21
21,21,24,21,21
5,21,15,21,21
21,21,24,21,21
21,21,21,21,21
19,21,21,19,21
21,21,15,21,21
21,21,24,26,21
21,21,21,21,21
21,21,24,19,21
21,21,15,21,21
21,21,24,21,21
21,21,21,26,21
24,21,21,13,21
21,21,24,21,21
21,21,15,28,21
21,21,21,21,21
21,21,15,26,21
21,21,24,21,21
21,21,24,28,21
21,21,24,28,21
21,21,21,28,21
21,21,21,21,21
21,21,24,21,21
22,21,15,21,21
19,21,24,28,21
21,21,24,26,21
21,21,24,21,21
21,21,21,19,21
19,21,21,28,21
21,21,21,28,21
21,18,21,28,21
21,21,24,21,21
21,21,15,21,21
21,21,21,21,21
21,21,21,21,21
21,21,21,28,21
19,21,24,28,21
21,21,21,13,21
21,21,24,21,21
21,21,24,19,21
21,21,21,21,21
21,21,15,19,21
19,21,21,19,21
19,21,21,28,21
14,21,21,21,21
21,21,15,21,21
21,21,24,19,21
21,21,24,21,21
21,21,24,28,21
21,21,15,21,21
21,21,24,26,21
26,21,15,26,21
21,21,24,21,21
21,21,24,26,21
21,21,24,28,21
21,21,24,21,21
21,21,15,13,21
14,21,15,21,21
21,21,24,21,21
21,21,24,21,21
21,21,24,19,21
21,21,21,21,21
19,21,21,28,21
21,21,24,21,21
21,21,15,19,21
21,21,24,26,21
22,21,21,22,21
21,21,15,19,21
5,21,24,3,21
